business_id,anger,joy,sadness
J0joPXxmN-_9Lzafspqdbw,0.0014152280054986,0.955779790878296,0.0049476060084998
U7esGceQIZ_1IG6Ib0c1lQ,0.0085939448326826,0.9170005321502686,0.0095168817788362
L5LLN0RafiV1Z9cddzvuCw,0.005324768833816,0.6584794521331787,0.0057291984558105
L5LLN0RafiV1Z9cddzvuCw,0.0026664559263736,0.8052648901939392,0.0043818936683237
fCDMLD21ypv1XZ_EyafCkQ,0.0164588633924722,0.0190924387425184,0.7685537338256836
zGtHhmjmZV-ZTTVw5QlTKg,0.0008130123605951,0.9689291715621948,0.002319861203432
jmG_QxXXfz2cnw9dQCXJLQ,0.0158498901873826,0.1291038244962692,0.6097376346588135
9w-LZEkP1hf363G-OYvKDg,0.021822240203619,0.374876469373703,0.0411272794008255
mcr1lAEdvGLMJhuPwI3I2A,0.0056983297690749,0.5660993456840515,0.0264867451041936
j8JOZvfeHEfUWq3gEz6ABQ,0.0011087040184065,0.95322448015213,0.0021253556478768
6ajnOk0GcY9xbb5Ocaw8Gw,0.0072932848706841,0.0381450988352298,0.0539171807467937
wazRghDjVEiSzTt9WXCPOA,0.0042820507660508,0.7677273154258728,0.0038733372930437
a3N9erjaLER_cH9rhsADEA,0.0134460730478167,0.5434483885765076,0.007493199314922
X8hwEPRoRcLjbKVlVt1b1g,0.0027823962736874,0.145879864692688,0.6935129165649414
SJIQFKTW6uUsOo29w9IHxw,0.0176992863416671,0.0649282559752464,0.6829373240470886
BbnL_wJLB-EHvFx0dXuAjg,0.0048128850758075,0.76140958070755,0.0052586235105991
HCYs4zgL7kCLdEqKRqaPbg,0.0013293699594214,0.0017502792179584,0.9902909398078918
zxIF-bnaJ-eKIsznB7yu7A,0.0105864992365241,0.5019041895866394,0.0864583700895309
Fm16G-I-rmO3g_KTKleteQ,0.2614915668964386,0.0139558305963873,0.1967028081417083
Tf7c38yepZzZvPG9wxNIqw,0.0013073282316327,0.9369845390319824,0.0052799377590417
1b5mnK8bMnnju_cvU65GqQ,0.0042744292877614,0.7555649876594543,0.0061676674522459
KkdLjGfVsfGESNkE0ktURg,0.0060153501108288,0.7337480187416077,0.0075635914690792
aTHqsBXlXNeyGbEbSTTGFQ,0.0189695619046688,0.0067592784762382,0.0876424983143806
X8hwEPRoRcLjbKVlVt1b1g,0.0053458176553249,0.7803287506103516,0.0077118170447647
kxOR-Z62MnMUlCZWQmd2iQ,0.0024899763520807,0.7851188778877258,0.0051312167197465
gBGD0dNvfLlQOAaZzCU1NQ,0.0027206377126276,0.761320173740387,0.0182915441691875
1bzQnwSL3EsGqADWiPDF6A,0.0023684566840529,0.5536046028137207,0.0978342816233635
L5LLN0RafiV1Z9cddzvuCw,0.002432343782857,0.9446979761123656,0.0036496925167739
fCDMLD21ypv1XZ_EyafCkQ,0.0011023846454918,0.965027630329132,0.0025510154664516
UM6XgOtTX4DWWcGDTWtjEg,0.0017520447727292,0.7536625862121582,0.0075976550579071
0dEM3wWneIKVGMMN3VbxeA,0.0083835562691092,0.7018758654594421,0.0094280242919921
SJIQFKTW6uUsOo29w9IHxw,0.0045713931322097,0.048993244767189,0.8098195195198059
8pqdJjefYq-a9IBSJJmKwA,0.001183548476547,0.9717275500297546,0.003737854771316
6ajnOk0GcY9xbb5Ocaw8Gw,0.0149013232439756,0.5205526947975159,0.0490960553288459
oOSMOJptLRbmEDjp0YnEPw,0.0053308056667447,0.7072671055793762,0.0050052762962877
SJIQFKTW6uUsOo29w9IHxw,0.0018399257678538,0.908521294593811,0.0030770571902394
_C7QiQQc47AOEv4PE3Kong,0.0091440510004758,0.6686515212059021,0.0070876190438866
8u70WVawnsReBWNv7IXNSg,0.0221204385161399,0.0136404912918806,0.89072185754776
SJIQFKTW6uUsOo29w9IHxw,0.0059795947745442,0.5658200979232788,0.0031909770332276
cp7sxmJlkObOPgO8PbgXKw,0.0057393377646803,0.756625771522522,0.0110243055969476
Meww6RIE4cFL_kG0aRlbAA,0.0671102553606033,0.6142593622207642,0.028618199750781
gFZCKS41Tb9pXxsmfVDj1Q,0.0020974895451217,0.8981094360351562,0.0172423496842384
ZWRgvtyHRobwpi4G-Z4STQ,0.4620912671089172,0.0588996894657611,0.3950406014919281
iRIHK8-EwpeffwvoO4nzIA,0.0040910295210778,0.9183133840560912,0.0074300998821854
DVBJRvnCpkqaYl6nHroaMg,0.0037276863586157,0.8962087631225586,0.0041330270469188
NHb6QTrJOnyIj-Zd0fYzFg,0.0027890719939023,0.5070820450782776,0.2241925001144409
w_OFnYUfP201HjxvgGKf-A,0.0041316282004117,0.825785219669342,0.0259512085467576
GBTPC53ZrG1ZBY3DT8Mbcw,0.0020533360075205,0.9097882509231568,0.0042880047112703
vVfy055EfLMdd0yJYHxiMQ,0.0012090943055227,0.968065857887268,0.0028621510136872
L3Z-WvSvYXvTf-lzSTnxfg,0.0060273269191384,0.5787779092788696,0.0089693963527679
Cmw00BFD1l-_DJHPuKi2Rw,0.0026861226651817,0.8342753648757935,0.0043652639724314
Lmstm1D0Ch8QP1b2TB-tVw,0.0019239877583459,0.948817253112793,0.0049267010763287
n4PdRDOWgBOhke7AqCW3FA,0.0042907306924462,0.7697917819023132,0.0140159549191594
PaOQ4ieONogGIpxYSa4NVg,0.0015831288183107,0.9605922102928162,0.0025531991850584
YhpUIN4ByTEMdFbWJvIB9A,0.0038607185706496,0.6632469892501831,0.1250624656677246
