business_id,business_name,hybrid_score,img_url,business_url,segment,city,state,latitude,longitude,liked_proba,main_category,sub_category,address,user_name
DgLwvHu6wNt2SrFvE5xxHQ,Old St Louis Chop Suey,4.07133236933309,https://s3-media1.fl.yelpcdn.com/bphoto/5SMj6ej1lYvJR3i-qNEhrA/o.jpg,https://www.yelp.com/biz/old-st-louis-chop-suey-st-louis?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Must-Try Spots,St. Louis,MO,38.5907799,-90.2701145,0.8774105,Other,Other,"4600 Chippewa St, Ste L",Boon
TMBbCDQG6bENJoQSST0XiA,Brigtsen's Restaurant,4.536845976730554,https://s3-media4.fl.yelpcdn.com/bphoto/RkvwVa06lljkdGrABBGZKw/o.jpg,https://www.yelp.com/biz/brigtsens-restaurant-new-orleans?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Star Diners,New Orleans,LA,29.9456059,-90.1346452,0.9267181,Other,Other,723 Dante St,Boon
ETsHfis7Dm932TS0dRjcoQ,Stone Turtle,4.131353079058798,https://s3-media1.fl.yelpcdn.com/bphoto/sQ_qqosYd_mWxevX0xo3_w/o.jpg,https://www.yelp.com/biz/stone-turtle-st-louis?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Star Diners,St. Louis,MO,38.6287335,-90.2926469,0.9121436,Other,Other,6335 Clayton Ave,Boon
-9ZNA22YhFlvTdLDYjvNdA,Cathedral-Basilica of St. Louis King of France,4.549941918962577,https://s3-media4.fl.yelpcdn.com/bphoto/azZrRq5ixOpdgjCOLprcmg/o.jpg,https://www.yelp.com/biz/st-louis-cathedral-new-orleans-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Star Diners,New Orleans,LA,29.9579567,-90.0636679,0.9391765,Other,Other,615 Pere Antoine Aly,Boon
_C7QiQQc47AOEv4PE3Kong,Commander's Palace,4.435951941702529,https://s3-media1.fl.yelpcdn.com/bphoto/ZHPALXzZcy_2KBUXAFCgVw/o.jpg,https://www.yelp.com/biz/commanders-palace-new-orleans-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Star Diners,New Orleans,LA,29.9287354418,-90.0841956098,0.9621605,Other,Other,1403 Washington Ave,Boon
_C7QiQQc47AOEv4PE3Kong,Commander's Palace,4.435951941702529,https://s3-media1.fl.yelpcdn.com/bphoto/ZHPALXzZcy_2KBUXAFCgVw/o.jpg,https://www.yelp.com/biz/commanders-palace-new-orleans-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Star Diners,New Orleans,LA,29.9287354418,-90.0841956098,0.9621605,Other,Other,1403 Washington Ave,Boon
4nDVM0XqWrcKQbMYlXDWCg,Urban Chestnut Brewing Company,4.140265498650819,https://s3-media2.fl.yelpcdn.com/bphoto/2oUS7ke2hmTIREieIEegtw/o.jpg,https://www.yelp.com/biz/urban-chestnut-brewing-company-saint-louis?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Star Diners,Saint Louis,MO,38.6267192,-90.2611974,0.9487419,Other,Other,4465 Manchester,Boon
QVqLR6SJZP9DyeYVR9esUg,Pho and More,3.738930058341563,https://s3-media3.fl.yelpcdn.com/bphoto/Yncl5RF520QFBHn8J--Qag/o.jpg,https://www.yelp.com/biz/pho-and-more-north-wales?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Star Diners,North Wales,PA,40.228993,-75.258597,0.9231863,Other,Other,1200 Welsh Rd,Boon
3aT7XLIPKfdm0qxHJdGwEg,Yats,4.234475217012905,https://s3-media3.fl.yelpcdn.com/bphoto/1-jTvnLrIaSVFFGwr4shiw/o.jpg,https://www.yelp.com/biz/yats-indianapolis-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Must-Try Spots,Indianapolis,IN,39.779421,-86.1423457,0.9487419,Other,Other,885 Massachusetts Ave,Boon
nYzCXMzSk8pjMnYVI6z3RA,Rouses Market,3.939926026387486,https://s3-media1.fl.yelpcdn.com/bphoto/bOx8tF1doRrHDrrerRi9ag/o.jpg,https://www.yelp.com/biz/rouses-market-new-orleans-8?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Star Diners,New Orleans,LA,29.9477429,-90.0743117,0.8710084,Other,Other,701 Baronne St,Boon
n5MAIKZswhuRBb5VAn5Dqg,Mardi Gras New Orleans,3.909601790682636,https://s3-media2.fl.yelpcdn.com/bphoto/UQ6Qol0eef43X7_MQ7icaQ/o.jpg,https://www.yelp.com/biz/mardi-gras-new-orleans-new-orleans?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Local Legends,New Orleans,LA,29.9584987908,-90.0643441826,0.9395557,Other,Other,,Boon
NDzQFHW671hbB-aArOy12A,Chapati,4.606660335525172,https://s3-media3.fl.yelpcdn.com/bphoto/vRf_pLWHvYmscuzbZWVb3Q/o.jpg,https://www.yelp.com/biz/chapati-indianapolis-2?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Star Diners,Indianapolis,IN,39.8425741691,-86.2544556611,0.9746473,Other,Other,"4930 Lafayette Rd, Ste G",Boon
lU3MLkKLUNpuHUblXx3dnA,Johnny G's Famous Pizzas & Tomato Pies,3.8260427443786367,https://s3-media3.fl.yelpcdn.com/bphoto/5APxrnNA1O-CVIjolAY8Ng/o.jpg,https://www.yelp.com/biz/johnny-gs-famous-pizzas-and-tomato-pies-southampton?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Must-Try Spots,Southampton,PA,40.1766198756,-75.0425287,0.93603563,Other,Other,808 2nd  Street Pike,Boon
X2J_iYaWmqI-7PoYVNbp-g,St. Charles Streetcar Line,4.170082193231874,https://s3-media3.fl.yelpcdn.com/bphoto/ffHPLfE-TUxWQqNll_Lxrg/o.jpg,https://www.yelp.com/biz/st-charles-streetcar-line-new-orleans?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Must-Try Spots,New Orleans,LA,29.9335594,-90.0700051,0.9487419,Other,Other,,Boon
Jzb2IQSwPfULWzdl9Bq5fg,Monell's Dining & Catering,4.620487058320547,https://s3-media2.fl.yelpcdn.com/bphoto/4rDEavnJrp1q6XAtqS0uTg/o.jpg,https://www.yelp.com/biz/monells-dining-and-catering-nashville?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Star Diners,Nashville,TN,36.1758358,-86.7902819,0.9733127,Other,Other,1235 6th Ave N,Boon
Jzb2IQSwPfULWzdl9Bq5fg,Monell's Dining & Catering,4.620487058320547,https://s3-media2.fl.yelpcdn.com/bphoto/4rDEavnJrp1q6XAtqS0uTg/o.jpg,https://www.yelp.com/biz/monells-dining-and-catering-nashville?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Star Diners,Nashville,TN,36.1758358,-86.7902819,0.9733127,Other,Other,1235 6th Ave N,Boon
n4PdRDOWgBOhke7AqCW3FA,Shake Shack,3.655539124901504,https://s3-media1.fl.yelpcdn.com/bphoto/s4izVNaEXog4majNm6kt7Q/o.jpg,https://www.yelp.com/biz/shake-shack-central-west-end-st-louis?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Star Diners,St. Louis,MO,38.641616,-90.261793,0.91105705,Restaurants & Food,Ice Cream,60 North Euclid,Boon
kxOR-Z62MnMUlCZWQmd2iQ,Ceviche Tapas Bar And Restaurant,4.105337241320718,https://s3-media2.fl.yelpcdn.com/bphoto/P2uy91k4zMBMiaUG9keJ2Q/o.jpg,https://www.yelp.com/biz/ceviche-tapas-bar-and-restaurant-st-petersburg?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Star Diners,St Petersburg,FL,27.7758481,-82.6321798,0.9461189,Other,Other,332 Beach Dr NE,Boon
EQ-TZ2eeD_E0BHuvoaeG5Q,Milktooth,4.216556590080634,https://s3-media1.fl.yelpcdn.com/bphoto/lYrHf3rADMJhL6C598Szag/o.jpg,https://www.yelp.com/biz/milktooth-indianapolis?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Star Diners,Indianapolis,IN,39.7591692208,-86.146494347,0.9461189,Restaurants & Food,Coffee,534 Virginia Ave,Boon
tk2kG_HL54lqiue6-pXQdQ,Messina's Runway Cafe,4.107667189981488,https://s3-media2.fl.yelpcdn.com/bphoto/UXyyZqplfyWdNddABvaS7w/o.jpg,https://www.yelp.com/biz/messinas-runway-cafe-new-orleans-3?adjust_creative=KGA7UJP3QlL2l-jc1BOuRg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KGA7UJP3QlL2l-jc1BOuRg,Must-Try Spots,New Orleans,LA,30.035979,-90.025672,0.88143617,Other,Other,6001 Stars And Stripes Blvd,Boon
p8ao29A31ijNwDXuAxQxjA,Maggiano's Little Italy,3.810347811320045,https://s3-media2.fl.yelpcdn.com/bphoto/kWhS_pwnWYXxIi-Gow4jaQ/o.jpg,https://www.yelp.com/biz/maggianos-little-italy-cherry-hill?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Star Diners,Cherry Hill,NJ,39.9403458573,-75.0244843243,0.9231863,Other,Other,"2000 Route 38, Ste 1180",Boon
bbL7sLg9gR3_08LZOriyTA,Kitchen87,4.600159301031194,https://s3-media4.fl.yelpcdn.com/bphoto/HrruIU7Imh5p9P-KXgGapQ/o.jpg,https://www.yelp.com/biz/kitchen87-mount-holly?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Star Diners,Mount Holly,NJ,39.9923992,-74.7925179,0.9391765,Other,Other,87 Washington St,Boon
_Wwe33K98XMNbQN6z4s96A,Non Solo Pasta,4.0539189026597615,https://s3-media3.fl.yelpcdn.com/bphoto/LdYWXq4ImYFSirRLts-vQQ/o.jpg,https://www.yelp.com/biz/non-solo-pasta-morrisville?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Must-Try Spots,Morrisville,PA,40.2023113,-74.809359,0.91908044,Other,Other,900 West Trenton Ave,Boon
GUNVHBH3vy0817PIfuTMlQ,French Quarter Visitor Center,4.1814004325942165,https://s3-media4.fl.yelpcdn.com/bphoto/zkrP19mIlKSYXId70WZbNg/o.jpg,https://www.yelp.com/biz/french-quarter-visitor-center-new-orleans?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Must-Try Spots,New Orleans,LA,29.9548403,-90.0647868,0.94268435,Other,Other,419 Decatur St,Boon
FRBGjZKVmKqcyFb7XQCjXA,Fill A Bagel & Breads - Oreland,3.54139556334901,https://s3-media4.fl.yelpcdn.com/bphoto/UAj_fDpcQ2zd2la1c3zrWg/o.jpg,https://www.yelp.com/biz/fill-a-bagel-and-breads-oreland-oreland?adjust_creative=6HZ3aBSeLYV3OSufKfy4Hw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=6HZ3aBSeLYV3OSufKfy4Hw,Crowd Pleasers,Oreland,PA,40.1171194,-75.1786373,0.88934416,Restaurants & Food,Coffee,100 East Pennsylvania Ave,Boon
Cmw00BFD1l-_DJHPuKi2Rw,Water + Flour,4.170330886685089,https://s3-media1.fl.yelpcdn.com/bphoto/0Hao-GSO34Qmbz3c_eAf2A/o.jpg,https://www.yelp.com/biz/water-flour-tampa?adjust_creative=PzB-HrdemGGqdNWPFTBKiA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=PzB-HrdemGGqdNWPFTBKiA,Star Diners,Tampa,FL,27.9330642,-82.4834505,0.9461189,Other,Other,1015 S Howard Ave,Boon
Meww6RIE4cFL_kG0aRlbAA,Blue Oak BBQ,4.471765939078656,https://s3-media2.fl.yelpcdn.com/bphoto/OhIfCydlAWLU1JEjMxr8IA/o.jpg,https://www.yelp.com/biz/blue-oak-bbq-new-orleans?adjust_creative=KFi-pTt6X1uifHP_qepO3g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=KFi-pTt6X1uifHP_qepO3g,Star Diners,New Orleans,LA,29.9805179,-90.093634,0.9676051,Other,Other,900 N Carrollton St,Boon
